revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased
3848,I9eee05583580f0436ef64a86c45475070422a470,https://git.eclipse.org/r/#/c/3848,2,6cf033d3904d926cfa1fa644042e245e0f75dcfb,2b513716dd91c5de10ba3dae7a2fbbe0ab492afe,0,07/07/11,07/07/11,3,Minor cleanup in plugin.xml,"Minor cleanup in plugin.xml


Change-Id: I9eee05583580f0436ef64a86c45475070422a470
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,1,0,0,1,NA,NA
3849,If9cf8a7ddbc330c135a14468e3ffb35fc390137a,https://git.eclipse.org/r/#/c/3849,1,14e16d5bcbdbd41c96281dc40eb3b8677223c6ca,86fe29793268e1ad33aa4b4d2dbaa23503061813,1,07/07/11,07/07/11,42,Run fetch in background while synchronizing,"Run fetch in background while synchronizing

We should not join within the UI thread as this locks up the UI while
fetching changes (especially if you're offline).
Also finished the fetch job correctly to not leave it behind in the
Progress View.

Change-Id: If9cf8a7ddbc330c135a14468e3ffb35fc390137a
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,0,0,0,0,0,0
3850,Ie25aefda011755fdfd1e1bff6f21fbdbf3cf66fd,https://git.eclipse.org/r/#/c/3850,1,85c371263b84c37c4b50503a323c3c47acd12ccc,af04371bd4c415a755af6bf4d165c95332475c99,1,07/07/11,07/07/11,2,Add missing javadoc,"Add missing javadoc

Change-Id: Ie25aefda011755fdfd1e1bff6f21fbdbf3cf66fd
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,1,0,0,1,0,0
3851,I2e6afb0a820e94d0ef749b3144d7b3d1a4792ccf,https://git.eclipse.org/r/#/c/3851,3,af04371bd4c415a755af6bf4d165c95332475c99,01e076adb481a69b181e97801a000b032fec6677,1,13/07/11,13/07/11,98,Replace dialog should have correct labels,"Replace dialog should have correct labels

Currently, the Replace with Dialog has the wrong labels (Compare...)

Change-Id: I2e6afb0a820e94d0ef749b3144d7b3d1a4792ccf
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,0,0,0,0,0,0
3852,Ic3cc5f319c7965e5fba8b93feaf483a647bb8a16,https://git.eclipse.org/r/#/c/3852,2,0381d7118fe961b37edc6ca7e124a2e262e7f1ec,d266829f0c0776a8583d9fe03359bab6e19005e6,1,15/07/11,15/07/11,10,Fix appearance of warning label,"Fix appearance of warning label

The read only text box suggests that you can change something in the
warning message. We should rather user a label to display this
information.

Change-Id: Ic3cc5f319c7965e5fba8b93feaf483a647bb8a16
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,0,0,0,0,0,0
3853,If69027b2703937b0d96a7eccc99d1d7ffdb0b930,https://git.eclipse.org/r/#/c/3853,2,1eacbbe7780e3869011ca586c666df4e733af437,d5e9611aaf8d9bce321793704890bb86564ebee1,0,14/07/11,14/07/11,2,[sync] Show warning message in synchronize wizard,"[sync] Show warning message in synchronize wizard

Instead of showing plain text message, show warning icon before message.

Bug: 331014
Change-Id: If69027b2703937b0d96a7eccc99d1d7ffdb0b930
Signed-off-by: Dariusz Luksza <dariusz@luksza.org>",0,0,0,0,0,0,0,NA,NA
3854,Ic5cbabd0ac4e3445ba12b3452cfebe3d2cfda5a5,https://git.eclipse.org/r/#/c/3854,3,8a5e8b24753ce58051785b2995b8849ae1089b69,0b2c5bd099b4b1deeecda96bafe0f7f240236384,1,10/07/11,10/07/11,20,[sync] Fixes for GitModelSynchronize,"[sync] Fixes for GitModelSynchronize

Fixes NPE in GitModelSYnchronize when active workbench window cannot be
determinate.

Also fixes launching synchronization action when prefetching changes
is disabled.

Additionally disables prefetching changes in SWTBoot test cases.

Change-Id: Ic5cbabd0ac4e3445ba12b3452cfebe3d2cfda5a5
Signed-off-by: Dariusz Luksza <dariusz@luksza.org>",0,0,0,0,0,1,1,0,0
3855,Ieec514ea2c992c65f9f36024fccd45f5e1d64ca7,https://git.eclipse.org/r/#/c/3855,2,b81bcf41eaaa9e213eb3ddd29be9dd7b4a746fd8,38725633b6b6a81f4cec922abbac32b156523548,1,18/07/11,18/07/11,8,Commit should adapt to ResourceAdapter,"Commit should adapt to ResourceAdapter

Some navigators use instances of IContributorResourceAdapters as input
elements and thus, the Commit action is disabled on them.

Change-Id: Ieec514ea2c992c65f9f36024fccd45f5e1d64ca7
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,0,0,0,0,0,0
3856,I31b3a165025588f13e53a2d9a8de13808e7e9057,https://git.eclipse.org/r/#/c/3856,2,93a864433685aec7fe568f37177fff97fd4bb6ab,094ff66c9e9eedbd8ee073612ebb4f045c24d9d1,0,17/07/11,17/07/11,2,SynchronizeParticipant should ask model providers for the compare input,"SynchronizeParticipant should ask model providers for the compare input

In cases when you synchronize Logical models, the compare input cannot
be found as it's not an IFile. We should use
ModelSynchronizeParticipant's resolving in case we cannot create our own
compare input.

Change-Id: I31b3a165025588f13e53a2d9a8de13808e7e9057
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,0,0,0,0,NA,NA
3859,I72cb7f53fcf0b0755f167d62ecb793894f956eb3,https://git.eclipse.org/r/#/c/3859,1,268b8f918dbeb8592ca807a757746b572056d8d6,c55047b915b8bb5ede4f08e8962c2b22b06c97fd,0,10/07/11,10/07/11,9,Re-use compare editor in CompareWithIndexHandler,"Re-use compare editor in CompareWithIndexHandler

Bug: 348965
Change-Id: I72cb7f53fcf0b0755f167d62ecb793894f956eb3",0,0,0,0,0,0,0,NA,NA
3861,I6121331992b3286d0a6d598aaadd290a61c9e883,https://git.eclipse.org/r/#/c/3861,1,c55047b915b8bb5ede4f08e8962c2b22b06c97fd,8b5729c8e756cd7b36c6483ba504bc77b1e8f2e2,1,12/07/11,12/07/11,6,Fix error handling on revert commit,"Fix error handling on revert commit

Show an error to the user if the revert failed instead of just logging
the error.

Bug: 333880
Change-Id: I6121331992b3286d0a6d598aaadd290a61c9e883
Signed-off-by: Jens Baumgart <jens.baumgart@sap.com>",0,0,0,0,0,0,0,0,0
3862,I0cc40e2f7c0e90febd26b06d02a2192d4dc4aeea,https://git.eclipse.org/r/#/c/3862,1,a614c4ee1114978866641795d3dcfa6e18ab4aa0,51365bf3fa1a6e8dac8d8fc5456201085ee25436,0,12/07/11,12/07/11,4,Fix Javadoc error in RepositoryCommit,"Fix Javadoc error in RepositoryCommit

Provide JavaDoc for method getStyledText to get rid of Javdoc error.

Change-Id: I0cc40e2f7c0e90febd26b06d02a2192d4dc4aeea
Signed-off-by: Jens Baumgart <jens.baumgart@sap.com>",0,0,0,0,0,0,0,NA,NA
3863,I9b732eeed0710def7a0315f3ffe685236e74aa92,https://git.eclipse.org/r/#/c/3863,1,fa7468713a1ade0a920abbc975bad4c491eaed34,2bd8a6f899c53a60def5207ebba06efe7bd5d6bb,1,12/07/11,12/07/11,36,Remember model in 'Synchronize' view,"Remember model in 'Synchronize' view

In case the user doesn't force automatic changeset grouping, we should
remember which model provider he used last time to view the changes in
the Synchronize View.

Bug: 351245
Change-Id: I9b732eeed0710def7a0315f3ffe685236e74aa92
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,0,0,0,0,0,0
3864,I652b2dc8f6edd424cc80665e0d98bd384094ea44,https://git.eclipse.org/r/#/c/3864,1,f628a493a6cfd0acb2b8abe5e45b491b04e8148a,f86c3baed09ed37620a3358e49d0da44f147a2b5,1,12/07/11,12/07/11,229,Display add/delete overlays from FileDiff.getImageDescriptor,"Display add/delete overlays from FileDiff.getImageDescriptor

This required adding a DecorationOverlayDescriptor that supports
drawing overlays descriptors on top of a base image descriptor.  This
class is modeled after DecorationOverlayIcon which requires a base
base image.

Change-Id: I652b2dc8f6edd424cc80665e0d98bd384094ea44
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,0,0,0,0,1,1,0,0
3866,I2e76ce105a991ffadae9d3004927b7867c8e99a4,https://git.eclipse.org/r/#/c/3866,2,b9ae656317282ca020b282a2e4fd1197c43c4ec6,ba416e734468e120c305c070b02e5f194833a627,1,15/07/11,15/07/11,114,"Support ""Mark as merged"" in Synchronize View","Support ""Mark as merged"" in Synchronize View

After resolving merge conflicts, users should be able to use ""Mark as
Merged"" in the Synchronize view which is equivalent to Add in git.

Change-Id: I2e76ce105a991ffadae9d3004927b7867c8e99a4
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,0,0,0,0,0,0
3867,I0027e93bfa2a68dd74314708e5392f20a0454cd2,https://git.eclipse.org/r/#/c/3867,4,b340eacc11c053c7f4048142034ef89789d3c9c8,641d8ef142929848a719c5f862ab51d9d4dfe2c2,1,13/07/11,13/07/11,908,Add more information to push results dialog.,"Add more information to push results dialog.

Commits will be shown for each ref updated as well as the
files that were modified in the commit.

This brings the push result table up to date with the
additional information that has been added to the fetch/pull
results table.

Change-Id: I0027e93bfa2a68dd74314708e5392f20a0454cd2
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,1,0,0,1,1,1,1,1
3868,I17c38fc7d6b792ebc47543e97e793fe3011669e5,https://git.eclipse.org/r/#/c/3868,2,641d8ef142929848a719c5f862ab51d9d4dfe2c2,03b408206885e8c72e502dfd47efdc88838a2b5a,1,14/07/11,14/07/11,32,Shorten ref note names in push/pull/fetch results dialogs.,"Shorten ref note names in push/pull/fetch results dialogs.

This now displays note refs in the same way 
branch refs are display.

Change-Id: I17c38fc7d6b792ebc47543e97e793fe3011669e5
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,0,0,0,0,1,1,0,0
3869,I8a799722d5d1301b8c017219c9f0047bed4f4937,https://git.eclipse.org/r/#/c/3869,2,c42e0b26236ce2993bd39acbc0d6842142d1fb76,1eea801c3bd1075c73115eae0bb3fbb473308000,1,14/07/11,14/07/11,15,Add double-click opening of commits in push result table.,"Add double-click opening of commits in push result table.

Change-Id: I8a799722d5d1301b8c017219c9f0047bed4f4937
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,0,0,1,0,1,1,0,0
3870,I306c366b69a9853e36d93eba87e031e0bd31dc10,https://git.eclipse.org/r/#/c/3870,6,1afdf2e2b79593494a09055ecdcc0d5991506bf0,61dfc24049780364577b8b22b65e209468a81666,1,17/07/11,17/07/11,121,Add collapse/expand all utility method for tree viewers.,"Add collapse/expand all utility method for tree viewers.

This method adds standard toolbar items to a given
toolbar that are bound to a given tree viewer.

Change-Id: I306c366b69a9853e36d93eba87e031e0bd31dc10
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,1,0,0,0,1,1,0,0
3871,I2494ce39df8dae7fa64b564f29bd2d9ed882c2a8,https://git.eclipse.org/r/#/c/3871,2,28f1e77f337f22412390216e0d960e2fc248f61d,ae133b14db8e5cee242057265fc55aee5ca707b5,1,14/07/11,14/07/11,8,Add externalized string for history page preferences link.,"Add externalized string for history page preferences link.

The issue was that the CommitDialog now displays a toolbar
drop-down menu and the GitHistoryPage displays a hyperlink
and they can't both use the same string since the history
page requires a wrapping '<a>' tag.

Change-Id: I2494ce39df8dae7fa64b564f29bd2d9ed882c2a8
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,0,0,0,0,1,1,0,0
3872,If7c48d5017ec00e6bf49a5c9fd686381e34c16ba,https://git.eclipse.org/r/#/c/3872,3,eba5fe96f6ea11993d76905f7876ecd5ad513b4f,35d52481619a2677d5622469e0589b9e6bdb538e,1,15/07/11,15/07/11,26,[history] Remove preference listener when page is disposed,"[history] Remove preference listener when page is disposed

Bug: 352015
Change-Id: If7c48d5017ec00e6bf49a5c9fd686381e34c16ba
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,0,0,0,0,1,1,0,0
3873,I0d08dfad3a89f16cf39830cdd885cd4ff974366c,https://git.eclipse.org/r/#/c/3873,2,e4acb5deb532a6edf09a311b19fc68699fd0302d,36684f2dc880c54dbe49857df3cd285c1e5bcf13,0,17/07/11,17/07/11,3,[repoView] Show create branch command on local branch node,"[repoView] Show create branch command on local branch node

Bug: 348195
Change-Id: I0d08dfad3a89f16cf39830cdd885cd4ff974366c
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,0,0,0,0,1,1,NA,NA
3876,I970e47e4063e780274e073a38574ff99bf1a37a6,https://git.eclipse.org/r/#/c/3876,3,228edb7031f08187226117d799a88713d6ef2068,4f34ed7a1d9b8a97a44b0b3cb79409f7e7c7d33a,1,15/07/11,15/07/11,15,Integrate merge tool into synchronize view,"Integrate merge tool into synchronize view 

Bug: 343595

Change-Id: I970e47e4063e780274e073a38574ff99bf1a37a6
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,0,0,0,0,0,0
3877,Ibe97ea686b9447d96d070101f081d66000e5b24a,https://git.eclipse.org/r/#/c/3877,2,260e699f126233fdd46c3793d3922176771674ec,4190103d2991b220105992e5284a9ac2a659bdb5,1,15/07/11,15/07/11,16,[sync] Fix NPE while launching compare editor for deleted file,"[sync] Fix NPE while launching compare editor for deleted file

NPE happens because used RevCommit object doen't have full information
about connected commit, in this particular case tree object id was null.

Bug: 352150
Change-Id: Ibe97ea686b9447d96d070101f081d66000e5b24a
Signed-off-by: Dariusz Luksza <dariusz@luksza.org>",0,0,0,0,0,0,0,0,0
3878,If8c800e12e32941e7e99dabc98274904c7310987,https://git.eclipse.org/r/#/c/3878,1,88a82b12e56144eb91e762d2572384411acb1a68,7bf3186a1e340f42efe00279d6a05382ba8d0e3d,1,15/07/11,15/07/11,15,[sync] Fix tests after change I9b732eeed0710def7a0315f3ffe685236e74aa92,"[sync] Fix tests after change I9b732eeed0710def7a0315f3ffe685236e74aa92

Change-Id: If8c800e12e32941e7e99dabc98274904c7310987
Signed-off-by: Dariusz Luksza <dariusz@luksza.org>",0,0,0,1,0,0,1,0,0
3880,I43aba2bd582cf9a70c14d8a5a9fb4215f5bb6680,https://git.eclipse.org/r/#/c/3880,3,18e835ab13a7b641f62037b559f86e8151418368,127375ad34fac895359be4742b32501b108e36ec,1,15/07/11,15/07/11,73,Improve header of Commit editor,"Improve header of Commit editor

We should move the repository to the right and only show the commit id
on the left. In addition, clicking a repository reveals it in the Git
Repository view.

Change-Id: I43aba2bd582cf9a70c14d8a5a9fb4215f5bb6680
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,0,0,0,0,0,0
3881,Ib420cbf3f236aa94ebfb4160764f766baeac308e,https://git.eclipse.org/r/#/c/3881,3,6a4fb83877b69f9b6021da69db8c5a606e65f328,bf2cacaeb1c5b33950a76251072e42ccfd0c0a5d,1,17/07/11,17/07/11,7,Sort commits by repository name first instead of object id.,"Sort commits by repository name first instead of object id.

Sorting by SHA-1 offers little value to the user when
a search string such as 'HEAD' is entered.  Instead sort
by repository name so that repositories like 'egit' and
'jgit' will be consistently relative to each other in
the list of matching commits.

Change-Id: Ib420cbf3f236aa94ebfb4160764f766baeac308e
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,0,0,0,0,1,1,0,0
3883,I35a53fe78107a586030135b1f30d15030a297535,https://git.eclipse.org/r/#/c/3883,3,4cb31d9c68c1046def274a9158bc37ed13c72f07,5ac422df1c1ae269431c51ef3ca816dc7dc0cce3,1,28/07/11,28/07/11,187,Support Show In > Reflog,"Support Show In > Reflog

Allow users to show a a repository in the Reflog view. Also combines
""Show in History"" and ""Show in Reflog"" into one menu like the Platform
does.

Change-Id: I35a53fe78107a586030135b1f30d15030a297535
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,0,0,0,0,-1,0
3885,I019c0d323f1714d70e91ae44644fb9ecb6331eab,https://git.eclipse.org/r/#/c/3885,1,67074fa03f96a97f809bfb6f357edcc84d4a91f1,d802a90af16b3d4b9310f2d1f95154573c6b5ed9,1,17/07/11,17/07/11,34,Migrate from table to tree widget in push unit tests.,"Migrate from table to tree widget in push unit tests.

These unit tests now pass when run against the recent
changes made to the push results dialog.

Change-Id: I019c0d323f1714d70e91ae44644fb9ecb6331eab
Signed-off-by: Kevin Sawicki <kevin@github.com>",0,0,0,0,0,1,1,0,0
3886,I3fb6c492ebf10b74cd04d80322e09c9ab7201fab,https://git.eclipse.org/r/#/c/3886,4,016155a18664ba5af8b7f8a2fba2c1e2d3e56fb7,66399b033e73efdc06945a3209d8d5db99b0a8f3,1,19/07/11,19/07/11,122,Link commit in Properties page,"Link commit in Properties page

Adds a link to the properties page for the HEAD reference and opens the
Commit editor upon click.

Change-Id: I3fb6c492ebf10b74cd04d80322e09c9ab7201fab
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,1,0,0,0,0,1,0,0
3887,I7a96f5810e558983b115dbb00f1e4ab890fdcd6d,https://git.eclipse.org/r/#/c/3887,3,5bd3ed304f797c4f69c4c0d0e5f2f92c2629b049,f8f295b7d9ef221170bc3a126b17f6f5496e6ffd,1,19/07/11,19/07/11,62,Ignore empty repositories in Sync view,"Ignore empty repositories in Sync view

While synchronizing multiple repositories, we should ignore the ones
that are empty.

Change-Id: I7a96f5810e558983b115dbb00f1e4ab890fdcd6d
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,0,0,0,0,0,0
3888,Ie140de9bc617b4d65953bfb22b88243937f9465b,https://git.eclipse.org/r/#/c/3888,1,79006bd8ffd41f4103cb6666fb900a5ce0cec8a6,34b976182cc2214c3fedb346542d612d4fbb1994,1,17/07/11,17/07/11,14,Fixed typos,"Fixed typos

Change-Id: Ie140de9bc617b4d65953bfb22b88243937f9465b
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,1,0,0,1,0,0
3889,Ia3231bac3cebc8fe9d639ab0b65aa030a686ed37,https://git.eclipse.org/r/#/c/3889,1,34b976182cc2214c3fedb346542d612d4fbb1994,c30ec9aa613e98e29b0e154eeee67b2ff143a332,0,17/07/11,17/07/11,4,Indicate that Open Commit opens a dialog,"Indicate that Open Commit opens a dialog

Change-Id: Ia3231bac3cebc8fe9d639ab0b65aa030a686ed37
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,0,0,1,0,0,1,NA,NA
3890,Id4c2be70d7d18a70ed928003dd81f36a2928fe58,https://git.eclipse.org/r/#/c/3890,7,c30ec9aa613e98e29b0e154eeee67b2ff143a332,7818677119d6290ea56a8b193324aee9ecb5fb4b,1,01/08/11,01/08/11,451,Unify label provides in EGit,"Unify label provides in EGit

Combines all label providers into one GitLabelProvider to have a
consistent look&feel across the whole UI. Several label providers were
left out that provide a specialized version of common objects for their
use-case (eg. search results).

Change-Id: Id4c2be70d7d18a70ed928003dd81f36a2928fe58
Signed-off-by: Benjamin Muskalla <benjamin.muskalla@tasktop.com>",0,1,0,0,0,0,1,0,0
3891,I6e6f48fe16fa7a072905c3fcc01e9a4019470543,https://git.eclipse.org/r/#/c/3891,10,d869469f07a9a3b133abc329e46f1755f27580aa,4f4cd3e7e7a0e313b2171b38831f4710a1b6ec03,1,04/09/11,04/09/11,907,[sync] Make synchronization 14 times faster,"[sync] Make synchronization 14 times faster

Speedups workspace model performance by getting information about
change type from git instead of computing it inf default SyncInfo
implementation.

Change-Id: I6e6f48fe16fa7a072905c3fcc01e9a4019470543
Signed-off-by: Dariusz Luksza <dariusz@luksza.org>",0,1,0,0,1,1,1,3,1
3892,I34b3cba5b0631f787a5bff96624538da1aae1561,https://git.eclipse.org/r/#/c/3892,2,a1c5e13d7af8cb40976ba56b87d564a760863875,73c039de5fe7204cbcb09ba55e93d2bc493c8f29,1,09/08/11,09/08/11,52,[sync] Add fetch changes checkbox into wizard,"[sync] Add fetch changes checkbox into wizard

In some cases users would like to overrule egit settings and only for
single synchronization turn on/off fetch changes action. This patch
enables such possibility.

Change-Id: I34b3cba5b0631f787a5bff96624538da1aae1561
Signed-off-by: Dariusz Luksza <dariusz@luksza.org>",0,0,0,0,0,1,1,0,0
