revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased,
8599,I23c107ca3459e3386270c53f9ce20450d7ee8830,http://review.couchbase.org/#/c/8599,1,d0e8e6f99f686e11a3966ec3595b1c6333d1c93f,7cbc7837286ced0fe335209c842715df03f9c57f,1,02/08/11,08/08/11,8,SPY-8: Added a limit on how many gets can be optimized,"SPY-8: Added a limit on how many gets can be optimized

We have a limit on the amount of sets that can be optimized so we
should have a limit on how many gets can be optimized as well. This
way people don't run into any issues with optimizing too many get
requests and having the client timeout as a result of the server
being too slow trying to fill all of the requests in the multi-
get.

The max number of gets that can be optimized into a single
request is 4096.

Change-Id: I23c107ca3459e3386270c53f9ce20450d7ee8830",0,0,1,0,0,1,1,0,0,
8644,Ib5700f44129e5be33fee86f05b153527f66e9c01,http://review.couchbase.org/#/c/8644,9,02f6957bbad1a85d7b4a6cb9c76d5bd166e7939e,daa374964957d27bb71a5f21c754cad67607757f,1,04/08/11,15/08/11,62120,Formatted code,"Formatted code

Change-Id: Ib5700f44129e5be33fee86f05b153527f66e9c01",0,1,1,1,1,1,1,0,0,
8680,I07a57fb676f91f14b74db1499f4cdc17fcd960ab,http://review.couchbase.org/#/c/8680,1,43ec069c4e9473f3ee7aaf1d8d67bef2761c8903,adf5171609510ee3489c33792730ef20072fade1,1,05/08/11,10/08/11,11,Spymemcached Issue 134: Performance fix,"Spymemcached Issue 134: Performance fix

Change-Id: I07a57fb676f91f14b74db1499f4cdc17fcd960ab",0,0,1,1,0,1,1,-1,0,
8973,I8617ac733a874063c6c5b1699f3d44e286bda750,http://review.couchbase.org/#/c/8973,14,ebd6f6de0ee76ccbb38a5e394ccbc962e82a97e1,ea68ffd59464e76eff20d113f26f7d72bec3b1af,0,15/08/11,24/08/11,1396,Changed buildfile to ivy/ant,"Changed buildfile to ivy/ant

The new ant script is integrated with git, provides better
junit test reports, allows us to check coding style, adds
findbugs functionality to help improved code performance
and eliminate bugs, and generates eclipse project files
for developers using eclipse.

Change-Id: I8617ac733a874063c6c5b1699f3d44e286bda750",0,1,1,0,1,1,1,NA,NA,
8984,I14a1a93db924728b087161cdbb98a5e34f9c3f73,http://review.couchbase.org/#/c/8984,1,bea259472e11757cb561feb3d758c754de7b9dbf,8d0de1bca0fed0df87fa09eae0dba25397484c85,1,16/08/11,16/08/11,2,Log warnings when retrying due to not my vbucket.,"Log warnings when retrying due to not my vbucket.

The existing behavior with not my vbucket errors prior to this
change would warn when it receives an error to the log, but it
would not followup that warning with any indication of what it
did with the operation.  This can cause confusion end users
are logging what's happening, so give the logging some symmetry
by logging any retries due to not-my-vbucket.

Change-Id: I14a1a93db924728b087161cdbb98a5e34f9c3f73",0,0,0,0,0,1,1,0,0,
8995,I5342fcbdd31a0ed93b58a3e6ee8be9f6f9f75259,http://review.couchbase.org/#/c/8995,1,8d0de1bca0fed0df87fa09eae0dba25397484c85,ec919e69455aa97634105638c5838fa50a2e39c5,0,16/08/11,16/08/11,2,Update commons-codec to 1.5 in .classpath for Eclipse.,"Update commons-codec to 1.5 in .classpath for Eclipse.

Change-Id: I5342fcbdd31a0ed93b58a3e6ee8be9f6f9f75259",0,0,0,1,0,1,1,NA,NA,
8997,I233c3c854adcfe4886e879e69f568807def595a7,http://review.couchbase.org/#/c/8997,1,aa5b4f19b986b3b17c46ee6a2cc55f2031568430,24dd4ff13ebc5a2450b2eef2f0df11b0ba125130,1,16/08/11,16/08/11,2,Log warnings when retrying due to not my vbucket.,"Log warnings when retrying due to not my vbucket.

The existing behavior with not my vbucket errors prior to this
change would warn when it receives an error to the log, but it
would not followup that warning with any indication of what it
did with the operation.  This can cause confusion end users
are logging what's happening, so give the logging some symmetry
by logging any retries due to not-my-vbucket.

This was brought over from the 2.7 refresh branch manually,
owing to the formatting change making it hard to cherry-pick.

Change-Id: I233c3c854adcfe4886e879e69f568807def595a7",0,0,0,0,0,1,1,0,0,
8998,Ie8a9548846932d2a11570a1ed2b7a5fdac1d3723,http://review.couchbase.org/#/c/8998,4,1fca9622c6599809bc802dfc165ea2a2c4c2ca7c,6f28a6c452950f2ffd1d55678b6a3438da2573ad,1,16/08/11,19/08/11,228,Added interface for view rows called ViewRow,"Added interface for view rows called ViewRow

Each row type that can be sent back from a view now has
getter functions for every possible field. If a field doesn't
exist for that view row and UnsupportedOperationException is
thrown. This new interface is now the only user facing object
that will be seen when dealing with view rows and as a result
makes the code simpler to use.

Change-Id: Ie8a9548846932d2a11570a1ed2b7a5fdac1d3723",0,1,1,0,0,1,1,0,0,
8999,I6c70fa7b478d17bf6fe16c9626567bd2844c3e0d,http://review.couchbase.org/#/c/8999,3,736be4e7e73ac69231aa25f6d40542849c086c8a,c7bd0b0d72d3cf963c941e20f0c4cc71207a5f70,1,16/08/11,19/08/11,22,Don't use + when appending to StringBuffer in ViewResponse classes,"Don't use + when appending to StringBuffer in ViewResponse classes

Using + inside the append function completely takes away the point
of using a StringBuffer in the first place. This code will perform
better.

Change-Id: I6c70fa7b478d17bf6fe16c9626567bd2844c3e0d",0,0,1,0,0,1,1,0,0,
9000,I5fb681e5fd8e958ec701703999a1cd9a2a729f86,http://review.couchbase.org/#/c/9000,4,1f2ebdadd9f2d654354b9cbcf82d512b9e26d565,58a1b2ead6b490dfb5b33b1cc1d7f22a740e66b7,1,16/08/11,19/08/11,123,ViewFuture now extends HttpFuture,"ViewFuture now extends HttpFuture

Now developers only have to worry about using HttpFuture's. This
simplifies the codebase

Change-Id: I5fb681e5fd8e958ec701703999a1cd9a2a729f86",0,1,1,0,0,1,1,0,0,
9001,I1231f645fad28e19e1f6c80c5e7eac634dcd671a,http://review.couchbase.org/#/c/9001,3,6f90720b673b156b7d46e9ba197516372a1b9082,6ed72cf525e13eef15b4802003307040fe4786b1,1,16/08/11,19/08/11,23,Renamed view row classes (now more descriptive),"Renamed view row classes (now more descriptive)

RowWithDocs -> ViewRowWithDocs
RowNoDocs   -> ViewRowNoDocs
RowReduced  -> ViewRowReduced

Change-Id: I1231f645fad28e19e1f6c80c5e7eac634dcd671a",0,0,1,0,0,1,1,0,0,
9002,I5338af0d014211b3c954cb7394bba38b268205b3,http://review.couchbase.org/#/c/9002,4,e53bc4e8261ce81ae33752907e99504cb12974d1,13c278e3c6061cb9bc3f3676a933f73647e684a3,1,16/08/11,19/08/11,296,Made ViewResponse classes more general,"Made ViewResponse classes more general

We now return a ViewResponse Object from all view calls
from CouchbaseClient.

Change-Id: I5338af0d014211b3c954cb7394bba38b268205b3",0,1,1,0,0,1,1,0,0,
9003,I5961da892c7327cc8981d19dcc2a31758b30bb95,http://review.couchbase.org/#/c/9003,4,2ec9a1ad4eb5284e95ff1063be0410d1cf22f12d,c9979cf06ac092ed727928141dbeea6db1e6dab7,1,16/08/11,19/08/11,47,"Changed ViewOperation,ViewsOperation to GetViewOperation, GetViewsOperation","Changed ViewOperation,ViewsOperation to GetViewOperation, GetViewsOperation

This renaming makes more sense for what the classes really do. These
are also none user facing classes so the long name will only be an
issue.

Change-Id: I5961da892c7327cc8981d19dcc2a31758b30bb95",0,1,1,0,0,1,1,0,0,
9004,I36387306a28818f8b20a49760dce2da60fd57f65,http://review.couchbase.org/#/c/9004,4,1e96e9c2153122d7fc783b6250dc8be828b3187d,615c7895a5be934b4469ebdc921fb9df4d4474be,1,16/08/11,19/08/11,201,Consolidated view operation classes into a single ViewOperation class.,"Consolidated view operation classes into a single ViewOperation class.

Change-Id: I36387306a28818f8b20a49760dce2da60fd57f65",0,1,1,1,0,1,1,0,0,
9005,Iafd910ca8e837fc5d14b9041adc9fc267e324fbe,http://review.couchbase.org/#/c/9005,2,63bc7d953e3b72198e34d03d914bbadc6e9edc44,8c94fff3fba8f0d3a89c1659604f0b8c5f21debd,1,16/08/11,19/08/11,125,Refactored ViewResponse classes,"Refactored ViewResponse classes

ViewResponse is now an abstract class.

Change-Id: Iafd910ca8e837fc5d14b9041adc9fc267e324fbe",0,0,1,0,0,1,1,0,0,
9006,I21b0ababa452ff760e3c0b8ddf72a9a8ed3fdc24,http://review.couchbase.org/#/c/9006,3,3d37d3fa94bf6ab8ba5d123f8fecc5cb1f1aadfc,834ec4fc383a771539d1bd82fe6230db9eb4c4dc,1,16/08/11,19/08/11,127,Consolidated query functions in CouchbaseClient,"Consolidated query functions in CouchbaseClient

Now there is only one query function.

Change-Id: I21b0ababa452ff760e3c0b8ddf72a9a8ed3fdc24",0,0,1,0,0,1,1,0,0,
9015,Ie08828974e0f3ea090abb708951eb425ce99821c,http://review.couchbase.org/#/c/9015,2,8a9c874b8be8fed6df0f596b4334eaa6530d09e4,c8f38d54f2f79fd65099f079366a76719038d220,1,16/08/11,17/08/11,19,SPY-29: Default mode should be production mode,"SPY-29: Default mode should be production mode

CouchbaseClient is now configured to be in produciton mode by
default instead of being in development mode as it previously
was.

Change-Id: Ie08828974e0f3ea090abb708951eb425ce99821c",0,0,0,0,0,1,1,0,0,
9110,I59f47614bbf555ce6104ea26117d83bfa0b091fe,http://review.couchbase.org/#/c/9110,1,7106b2f1d423b5793c38e533931b9e388b31e853,910e9329300b5c692169fa7cc436eb5d347f587e,1,18/08/11,24/08/11,2,Fixed issue with the CouchDB connection not closing.,"Fixed issue with the CouchDB connection not closing.

MemcachedConnection was returning false when the shutdown
function was called even when the connection was closed correctly.
As a result the CouchConnection wasn't shutting down properly. The
issue had to do with having false be the default return value when
it should have been true.

Change-Id: I59f47614bbf555ce6104ea26117d83bfa0b091fe",0,0,1,0,0,1,1,0,0,
9111,I970ee3e93332ef5f562bdf932564ca4d25d4cc26,http://review.couchbase.org/#/c/9111,3,910e9329300b5c692169fa7cc436eb5d347f587e,3b9eff76d5f38b7c37eeda686a29366fc4f623a7,1,18/08/11,24/08/11,274,Added pagination.,"Added pagination.

Change-Id: I970ee3e93332ef5f562bdf932564ca4d25d4cc26",0,0,1,1,0,1,1,1,1,
9161,I0af0c9ce60c28a8838266d9b0d67855f773ac51f,http://review.couchbase.org/#/c/9161,2,7eac25e634ae930a671f14c30c6e5a2b9305576a,b699ac570cbd960506a0af39939f86e31e3e8b17,0,22/08/11,24/08/11,19,Added a mvn-install target to build.xml,"Added a mvn-install target to build.xml

Allows users to install the latest source jars to their local
maven repository.

Change-Id: I0af0c9ce60c28a8838266d9b0d67855f773ac51f",0,0,0,0,0,1,1,NA,NA,
9162,I9584668161636935bfa7b7a8d69347e99f7d3c6f,http://review.couchbase.org/#/c/9162,2,9d93bc404d238fc56acf0c0cd0f88560a6e41c9a,22d56caa2116c0ff84628705568f692e1e562a45,0,22/08/11,24/08/11,1,Updated .gitignore to exclude bin/ directory,"Updated .gitignore to exclude bin/ directory

Change-Id: I9584668161636935bfa7b7a8d69347e99f7d3c6f",0,0,0,1,0,1,1,NA,NA,
9199,I3b6ec598ae1032b6bab525651f660f01823bfa1b,http://review.couchbase.org/#/c/9199,2,7717447a868c8a577bcba51cec70c0f721c1664f,3a5e377c53bc3992ce485c99d3a51201a110c3e6,1,23/08/11,24/08/11,9,Perf Improvement: Changed String +'ing to StringBuffer in Query class,"Perf Improvement: Changed String +'ing to StringBuffer in Query class

Change-Id: I3b6ec598ae1032b6bab525651f660f01823bfa1b",0,0,0,1,0,1,1,0,0,
9223,I36eac0b5ca675ebe76ffe97e56e5fcf90b0916b2,http://review.couchbase.org/#/c/9223,4,ee1c31c1a11d5395ac711c0397b8b55096445d99,adabbc8a787fb89d2d63e66e0a137955b56fd28f,1,24/08/11,25/08/11,62,Operations can't timeout when writing to the write buffer,"Operations can't timeout when writing to the write buffer

We implemented a mechanism for operations to be able to timeout
while waiting to be written to a socket, but failed to take into
account the fact that an item can timeout while in the middle
of writing to that buffer.

This commit adds a new OperationState called WRITE_QUEUED that
specifies that the operation is waiting to be written to the
write buffer. When an operation begins writing to the write
buffer it goes into the WRITING state. When an operation is in
the WRITING state it cannot time out.

Change-Id: I36eac0b5ca675ebe76ffe97e56e5fcf90b0916b2",0,1,0,0,0,1,1,0,0,
9225,I25322fe5a2f55ad19f9cbff5654b842599495c52,http://review.couchbase.org/#/c/9225,3,4ca2333ce8cccf260c13442f26e4471ac80b6438,c08914769c4395751834088b211c22deebae1112,1,24/08/11,03/09/11,14,SPY-125: Significant performance issue largse number of sets,"SPY-125: Significant performance issue largse number of sets

We now add an operation to the read queue when we transistion it
into a WRITING state. This gaurantees that the operation is added
to the read queue once. As a result we no longer have to check to
see if the operation has already been added to the read queue.

Change-Id: I25322fe5a2f55ad19f9cbff5654b842599495c52",0,0,0,0,0,1,1,0,0,
9226,I2e216fb18c1789ce333a5bef28c56806a2d52180,http://review.couchbase.org/#/c/9226,1,8ee226a2e72fcd84816a9d52b9009759a7a63b6d,6f34f62d334c4ae5b0a79b71fd3cb2874ccf062a,1,24/08/11,03/09/11,53,Improved performance of write queue processing during timeouts,"Improved performance of write queue processing during timeouts

There were two major issues here. First if there are a lot of
timeouts in a row then we processing the write queue we removed
them only one at a time. We now are able to process the entire
write queue each time the handleIO function is called. The
second issue was that it is possible to send timed out requests
to the server. This would happen if there was one not timed out
request followed by some timed out requests. Since in the while
loop we don't check to see if an operation is timed out (or
cancelled) we would send it anyways. This commit addresses both
of these issues by adding a getNextWritable() op which only
operations that should be written. If the write queue is empty
it returns null.

Change-Id: I2e216fb18c1789ce333a5bef28c56806a2d52180",0,0,0,0,0,1,1,-1,0,
9227,I30806fd456e24761e8e88a1e5f4688e7f63290a6,http://review.couchbase.org/#/c/9227,1,d436b8f2300e25fad960b40d6da2f1a81f144e38,d118cd60a4420945c783d3c51d58516d1c44d6e2,0,24/08/11,24/08/11,12,Alphabetized the .gitignore file,"Alphabetized the .gitignore file

Change-Id: I30806fd456e24761e8e88a1e5f4688e7f63290a6",0,0,0,1,0,1,1,NA,NA,
9370,I9317453ab6e4fd3d03493d70adef79b0c06ec683,http://review.couchbase.org/#/c/9370,1,a3a89fb4dbdace4e6c36dc5f1569cf65369ffd14,76443d1c4f207371cffef0ba5ee5a522bde2b4f7,1,03/09/11,04/09/11,2,SPY-28: rename CouchbaseClient config file,"SPY-28: rename CouchbaseClient config file

client.properties -> cbclient.properties

Change-Id: I9317453ab6e4fd3d03493d70adef79b0c06ec683",0,0,0,0,0,1,1,0,0,
9387,Ia38180d53a10ce2f370971dc6c65869f9e953e95,http://review.couchbase.org/#/c/9387,2,c4be24cb01e8737e7e01f51e927ac4e96be95579,3468035623d45b6750e8c6b10988ac44cff9f698,1,05/09/11,07/09/11,14,SPY-46: Change StringBuffer to StringBuilder,"SPY-46: Change StringBuffer to StringBuilder

Change-Id: Ia38180d53a10ce2f370971dc6c65869f9e953e95",0,0,0,1,0,1,1,0,0,
9389,I4291caf70e28db19adb1754b5db6cdd364ef836a,http://review.couchbase.org/#/c/9389,4,9f99ea1f7cd4a61be4126c3f439c6a51aa1199ad,a60ad9852b0199a0bcc2f03dbe72d9daeb8e8b37,1,05/09/11,19/10/11,200,"SPY-48: Incr/Decr param ""by"" should be a long","SPY-48: Incr/Decr param ""by"" should be a long

Change-Id: I4291caf70e28db19adb1754b5db6cdd364ef836a",0,1,0,1,0,1,1,0,0,
9393,I5fd48c52aacc205e3ec184d21f47249427a11c5d,http://review.couchbase.org/#/c/9393,3,0d90395a95c0dea66cb018b3fed7e8132c98c0fe,8441c404e695fcf2c670ecbacaa3476212b21aba,0,06/09/11,07/09/11,12,SPY-43: mvn-install target now installs javadocs to local maven dir,"SPY-43: mvn-install target now installs javadocs to local maven dir

Change-Id: I5fd48c52aacc205e3ec184d21f47249427a11c5d",0,0,0,1,0,1,1,NA,NA,
9394,I74a81f7786a5557ffb7d7a6aeb17294a4d04cb5a,http://review.couchbase.org/#/c/9394,3,83170de1a6e033893a320144a78213c697271d19,316af15b61315036a342d8ffa097ce687246a429,1,06/09/11,07/09/11,25,SPY-49: BaseSerializingTranscoder.decompress() does not close resources,"SPY-49: BaseSerializingTranscoder.decompress() does not close resources

Change-Id: I74a81f7786a5557ffb7d7a6aeb17294a4d04cb5a",0,0,0,1,0,1,1,0,0,
9402,I280f31ed47922e27da3d5dc82f640c114d6014d7,http://review.couchbase.org/#/c/9402,4,3a9623cdf0167f5d10326d1b2a870506aadb8d9e,a9b939009fd38496b49e89f23a5056aa6bf70981,1,06/09/11,06/09/11,136,"Fix concurrent access to operations objects, especially near timeouts.","Fix concurrent access to operations objects, especially near timeouts.

We discovered that having one thread call get() on futures with a
timeout much shorter than the timeout built into the client could
(after a while) reliably kill off the IO thread with a
NullPointerException. After restarting with assertions enabled, we
found many other ways to make the IO thread die relating mostly to
operations that were canceled or timed out in one thread while they
were being used in another thread.

The solution to this is to make ""timing out"" an operation something
similar to ""cancel"" - that is, not a state of the operation's state
machine, but just a flag. Then, since this flag (as with the cancelled
flag) can be read and set from multiple threads, synchronize the
methods that do that.

Ideally, transitionState and getState would never be called outside
the IO thread; however, since at least getState is currently, both
getState and transitionState should then also be synchronized.

With these changes, we don't end up killing off the IO thread anymore.

Change-Id: I280f31ed47922e27da3d5dc82f640c114d6014d7",0,1,0,0,0,0,1,-1,0,
9403,I44ba7f8e9c42e648b0169954b33eb87cf19f2b70,http://review.couchbase.org/#/c/9403,5,7a25a8f5fc7a0d23a7f5e8317e8cb44f9faf45de,ac5b8f2af4f81b6b13086757176dd51b339c0159,1,06/09/11,06/09/11,9,Use direct buffers in TCPMemcachedNodeImpl,"Use direct buffers in TCPMemcachedNodeImpl

Since the buffers in a TCPMemcachedNodeImpl are allocated rarely (only
on client creation or reconfigure), and are passed to Channel.read()
and Channel.write() repeatedly, it's best to use direct buffers to
avoid http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6214569

Change-Id: I44ba7f8e9c42e648b0169954b33eb87cf19f2b70",0,1,0,0,0,0,1,0,0,
